LOANID,ORIG_CHN,ORIG_RT,ORIG_AMT,ORIG_TRM,OLTV,NUM_BO,DTI,CSCORE_B,FTHB_FLG,PURPOSE,PROP_TYP,NUM_UNIT,OCC_STAT,STATE,VinYr,RELOCATION_FLG,LAST_UPB_LOANAMT_PERCENT1,LAST_UPB_ORIG_VAL_PERCENT,Zero.Bal.Code,MOD_FLAG,FCC_FLC
190131,R,6.25,80000,240,75,2,46,730,N,C,SF,1,P,PA,2007,N,78.8385875,59.12894061,1,N,Not Foreclosed
54804,B,6.25,116000,180,75,2,40,757,N,P,SF,2,I,TX,2006,N,66.27631897,49.70723921,1,N,Not Foreclosed
68599,R,6.5,84000,180,80,2,29,784,N,C,SF,1,P,OH,2006,N,83.68109524,66.94487619,1,N,Not Foreclosed
196645,R,6.375,164000,360,95,1,28,651,Y,P,SF,1,P,MN,2007,N,93.26601829,88.60271738,1,N,Not Foreclosed
191892,C,6.625,204000,360,80,1,37,741,N,C,SF,1,P,NV,2007,N,95.98556863,76.7884549,9,Y,Foreclosed
80829,C,6.375,345000,360,90,2,43,760,N,P,PU,1,P,FL,2006,N,112.5610841,101.3049757,16,Y,Not Foreclosed
223827,C,6.25,208000,360,80,1,47,726,N,R,CO,1,P,MD,2008,N,96.63059135,77.30447308,3,N,Foreclosed
200754,R,5.75,282000,360,80,1,38,784,N,R,SF,1,P,NJ,2008,N,97.42,77.936,1,N,Not Foreclosed
127053,C,6.375,248000,360,80,2,39,757,N,P,SF,1,P,OR,2006,N,95.9975,76.798,1,N,Not Foreclosed
188853,R,6.5,130000,360,80,1,43,749,Y,P,PU,1,P,AZ,2007,N,94.53746923,75.62997538,1,N,Not Foreclosed
85740,C,6.75,244000,360,80,2,48,800,N,P,SF,1,S,NC,2006,N,100,80,1,N,Not Foreclosed
241078,C,6.875,356000,360,80,1,38,764,N,C,SF,1,P,IL,2008,N,97.41737921,77.93390337,9,N,Foreclosed
176820,C,6.5,340000,360,80,2,38,783,N,P,PU,1,P,OR,2007,N,97.6897,78.15176,1,N,Not Foreclosed
91023,C,6.625,108000,360,90,2,44,687,N,R,SF,1,I,GA,2006,N,82.33715741,74.10344167,1,N,Not Foreclosed
55219,C,6.375,158000,240,80,2,35,658,N,P,PU,1,P,TX,2006,N,88.11098734,70.48878987,1,N,Not Foreclosed
197766,C,5.5,408000,360,65,1,23,724,N,C,SF,1,P,AZ,2008,N,93.88621078,61.02603701,3,N,Foreclosed
200519,C,5.99,280000,360,85,2,41,706,Y,P,PU,1,P,AZ,2008,N,98.97985714,84.13287857,3,N,Foreclosed
101236,B,6.5,229000,360,95,1,35,751,Y,P,SF,1,P,UT,2006,N,90.76244105,86.22431899,1,N,Not Foreclosed
21743,C,5.875,162000,360,90,2,41,726,N,C,SF,1,P,FL,2005,N,93.31551852,83.98396667,9,N,Foreclosed
264733,B,6.875,132000,360,80,2,53,647,N,C,SF,1,P,IL,2008,N,108.9285833,87.14286667,9,Y,Foreclosed
228333,B,5.875,112000,360,80,2,27,794,N,P,PU,1,I,TX,2008,N,74.41729464,59.53383571,1,N,Not Foreclosed
26358,C,5.75,129000,360,97,1,60,764,Y,P,SF,1,P,NC,2005,N,93.05695349,90.26524488,9,N,Foreclosed
133648,B,7.5,340000,360,80,1,40,751,N,C,SF,1,P,IL,2006,N,100,80,1,N,Not Foreclosed
179768,B,6.375,417000,360,72,2,33,670,N,C,SF,1,P,CA,2007,N,111.8412902,80.52572892,2,Y,Foreclosed
164803,C,6.5,462000,360,80,2,41,616,N,R,SF,2,P,NY,2007,N,95.40733766,76.32587013,1,N,Not Foreclosed
248031,R,5.5,116000,180,70,1,29,601,N,P,SF,1,P,WA,2008,N,2.208155172,1.545708621,1,N,Not Foreclosed
220004,R,5.625,417000,360,67,2,45,719,N,P,PU,1,P,VA,2007,Y,89.80683453,60.17057914,1,N,Not Foreclosed
6791,R,6.1,116000,360,70,2,53,742,N,C,SF,1,P,OH,2005,N,92.3692069,64.65844483,9,N,Foreclosed
111524,C,6.75,264000,360,80,2,31,771,Y,P,SF,1,P,MD,2006,N,96.59941667,77.27953333,1,N,Not Foreclosed
198315,R,5.625,190000,240,60,2,29,780,N,R,SF,1,P,UT,2008,N,92.47105263,55.48263158,1,N,Not Foreclosed
40791,R,5.25,275000,360,48,2,23,806,N,P,PU,1,P,NC,2005,Y,75.19442909,36.09332596,1,N,Not Foreclosed
62481,C,6.5,124000,360,80,1,29,662,N,R,CO,1,P,FL,2006,N,96.63347581,77.30678065,9,N,Foreclosed
53144,C,6.5,300000,360,80,2,33,648,N,C,SF,1,P,CA,2006,N,100.8569267,80.68554133,3,Y,Foreclosed
59502,C,6,180000,360,80,2,28,784,N,P,SF,1,P,PA,2006,N,96.43792222,77.15033778,1,N,Not Foreclosed
264496,R,6.875,150000,360,69,2,56,800,N,R,PU,1,I,IL,2008,N,99.22634667,68.4661792,1,N,Not Foreclosed
45640,R,6.25,71000,180,49,1,18,817,N,R,SF,1,S,SC,2006,N,72.35257746,35.45276295,1,N,Not Foreclosed
231534,R,6.5,83000,240,80,1,48,697,N,C,CO,1,P,MO,2008,N,96.35514458,77.08411566,9,N,Foreclosed
117325,R,6.75,408000,360,80,2,42,597,N,C,PU,1,P,AZ,2006,N,97.19489706,77.75591765,9,N,Foreclosed
89467,C,6.25,199000,360,63,2,54,799,N,C,SF,1,P,FL,2006,N,91.16725126,57.43536829,1,N,Not Foreclosed
229630,R,5.75,276000,360,80,2,39,735,N,C,CO,1,P,MA,2008,N,95.15519203,76.12415362,1,N,Not Foreclosed
196940,C,6.75,229000,360,90,1,32,745,N,P,PU,1,I,AZ,2007,N,98.09765502,88.28788952,9,N,Foreclosed
229736,R,6.375,165000,360,75,1,52,738,N,C,SF,1,I,NJ,2008,N,92.64954545,69.48715909,1,N,Not Foreclosed
84641,C,6.5,88000,360,75,2,63,763,N,P,SF,1,I,CO,2006,N,87.38243182,65.53682388,1,N,Not Foreclosed
226460,C,6,247000,360,95,1,49,774,Y,P,SF,1,P,OR,2007,N,93.49065587,88.81612308,1,N,Not Foreclosed
121472,R,7.625,320000,360,93,2,47,791,Y,P,CO,1,P,NY,2006,N,100,93,1,N,Not Foreclosed
123808,C,6.875,259000,360,85,1,55,679,N,R,CO,1,P,MD,2006,N,96.85625097,82.32781331,9,N,Foreclosed
192580,R,6.625,138000,360,95,2,26,611,Y,P,SF,1,P,OH,2007,N,98.05971739,93.15673152,1,N,Not Foreclosed
232134,C,6.125,346000,240,79,1,56,796,N,C,PU,1,P,GA,2008,N,97.07873988,76.69220451,1,N,Not Foreclosed
184644,B,6.75,230000,360,88,2,41,588,N,R,SF,1,P,PA,2007,N,97.09296087,85.44180555,9,N,Foreclosed
50207,C,6.375,152000,360,66,1,56,608,N,C,SF,1,P,RI,2006,N,82.83317763,54.66989724,16,Y,Not Foreclosed
48145,C,5.875,178000,360,70,1,54,750,N,C,SF,1,P,AZ,2006,N,90.06560674,63.04592472,1,N,Not Foreclosed
132445,B,6.75,130000,360,34,2,36,796,N,C,PU,1,S,CA,2006,N,92.89198462,31.58327477,1,N,Not Foreclosed
153949,C,8,44000,360,74,1,40,720,N,R,SF,1,I,TX,2006,N,97.59936364,72.22352909,9,N,Foreclosed
148784,C,6.75,120000,360,60,1,42,606,N,R,SF,1,P,IN,2006,N,92.7042,55.62252,1,N,Not Foreclosed
114441,B,6.75,130000,360,77,2,43,652,N,R,SF,1,P,IA,2006,N,98.95999231,76.19919409,9,N,Foreclosed
23318,R,6.25,90000,360,97,2,41,689,Y,P,SF,1,P,OH,2005,N,97.55036667,94.62385567,1,N,Not Foreclosed
244809,C,6.375,360000,360,80,2,40,708,N,C,SF,1,P,OR,2008,N,99.43685278,79.54948222,3,N,Foreclosed
227791,B,6.875,199000,360,75,2,23,765,N,P,SF,3,I,CT,2007,N,98.20355779,73.65266834,3,N,Foreclosed
210718,C,6.625,188000,360,95,2,36,712,Y,P,SF,1,P,NE,2007,N,97.66373936,92.78055239,1,N,Not Foreclosed
259073,C,7,130000,360,57,2,29,701,N,R,PU,1,P,GA,2008,N,100,57,1,N,Not Foreclosed
116196,C,6.5,409000,360,76,1,46,769,N,R,SF,1,P,CA,2006,N,94.70615648,71.97667893,3,N,Foreclosed
2104,C,6,264000,360,80,2,39,714,N,C,SF,1,P,IL,2005,N,87.7725,70.218,1,N,Not Foreclosed
4249,C,5.25,206000,360,80,2,29,785,N,P,PU,1,P,OH,2005,N,78.81053398,63.04842718,1,N,Not Foreclosed
235255,C,6,120000,180,46,1,39,760,N,C,SF,1,P,RI,2008,N,94.78015,43.598869,1,N,Not Foreclosed
62988,R,6.375,175000,360,80,2,51,720,N,C,SF,1,P,MN,2006,N,95.92252571,76.73802057,9,N,Foreclosed
241714,C,6.375,144000,360,80,1,47,625,Y,P,SF,1,P,MO,2008,N,99.05128472,79.24102778,1,N,Not Foreclosed
74865,C,6,208000,360,80,2,29,706,N,P,SF,1,P,IL,2006,N,92.13429808,73.70743846,1,N,Not Foreclosed
226968,C,5.75,176000,180,90,2,58,776,N,P,SF,1,S,TX,2007,N,92.85657386,83.57091648,9,N,Foreclosed
96559,C,6.75,113000,360,90,2,23,815,N,P,PU,1,S,NM,2006,N,95.03612389,85.53251147,1,N,Not Foreclosed
17466,R,5.375,165000,360,89,2,17,665,Y,P,SF,1,P,AL,2005,N,89.21661212,79.40278479,1,N,Not Foreclosed
50564,B,6,216000,360,80,1,39,697,N,C,SF,1,P,MD,2006,N,86.58681944,69.26945556,1,N,Not Foreclosed
159529,B,6.625,417000,360,72,2,39,751,N,C,SF,1,P,NY,2007,N,98.52023741,70.93457093,1,N,Not Foreclosed
113722,C,6.75,127000,240,80,2,42,733,N,R,SF,1,P,WI,2006,N,87.82156693,70.25725354,9,N,Not Foreclosed
71755,R,6.125,125000,360,84,1,59,684,N,P,SF,1,P,FL,2006,N,96.041696,80.67502465,9,N,Foreclosed
216768,R,6.25,390000,360,72,2,35,793,N,C,SF,1,P,NY,2007,N,93.0773359,67.01568185,1,N,Not Foreclosed
199675,C,6,296000,360,63,2,22,789,N,R,SF,1,P,MA,2008,N,98.87715203,62.29260578,1,N,Not Foreclosed
97512,C,5.875,417000,360,79,2,48,776,N,P,CO,1,P,AZ,2006,N,90.78768585,71.72227182,1,N,Not Foreclosed
181126,C,7.875,126000,360,80,1,37,751,N,C,SF,1,I,MD,2007,N,94.44219048,75.55375238,1,N,Not Foreclosed
160881,B,6.375,295000,360,74,1,44,702,N,R,SF,1,P,CA,2007,N,96.88774237,71.69692936,9,N,Foreclosed
252141,R,6,412000,360,80,2,18,780,N,P,SF,1,S,NJ,2008,N,98.98179126,79.18543301,1,N,Not Foreclosed
183681,R,6.5,232000,360,80,1,49,639,N,C,SF,1,P,CA,2007,N,98.22749138,78.5819931,3,N,Foreclosed
120348,C,6.625,132000,360,78,2,22,760,Y,P,PU,1,P,MO,2006,N,100,78.00000001,1,N,Not Foreclosed
73634,B,6.25,125000,360,86,1,39,755,N,R,CO,1,P,IL,2006,N,85.926848,73.89708928,1,N,Not Foreclosed
260094,R,6.75,273000,360,75,2,31,621,N,C,SF,1,P,MA,2008,N,96.44995971,72.33746978,1,N,Not Foreclosed
258223,R,5.875,417000,360,70,2,18,794,N,P,PU,1,P,TN,2008,N,97.41026859,68.18718801,1,N,Not Foreclosed
91313,C,6.25,177000,180,64,1,38,734,N,C,SF,1,P,WA,2006,N,68.39745763,43.77437288,1,N,Not Foreclosed
140686,R,6.75,42000,360,94,1,45,657,N,P,SF,1,P,SC,2006,N,100,94.00000001,1,N,Not Foreclosed
37272,R,5.375,222000,204,62,2,24,776,N,R,SF,1,P,MI,2005,N,77.18206306,47.8528791,1,N,Not Foreclosed
214802,B,5.625,316000,360,80,2,13,676,N,C,SF,1,P,FL,2008,N,97.63341456,78.10673165,3,N,Foreclosed
149998,R,6.875,124000,360,80,1,48,750,N,R,CO,1,P,FL,2006,N,99.88768548,79.91014839,9,Y,Foreclosed
48546,C,6.625,266000,360,74,2,44,647,N,C,SF,1,P,CA,2006,N,101.0859774,74.8036233,9,Y,Foreclosed
217303,C,6.125,245000,360,80,2,45,667,N,C,SF,1,P,WV,2008,N,94.59741224,75.6779298,1,N,Not Foreclosed
156886,R,6.5,47000,360,19,2,13,738,N,C,SF,1,P,CO,2007,N,98.09595745,18.63823191,1,N,Not Foreclosed
132511,C,6.5,257000,360,95,1,45,788,N,P,PU,1,P,AZ,2006,N,94.3967393,89.67690233,9,N,Foreclosed
112072,R,6.5,158000,360,58,2,40,597,N,C,SF,1,P,CA,2006,N,87.14174051,50.54220949,1,N,Not Foreclosed
246126,R,6.125,335000,300,67,2,38,714,N,C,PU,1,P,CA,2008,N,97.54035224,65.352036,1,N,Not Foreclosed
87991,R,6.375,350000,240,70,2,44,690,N,C,SF,1,P,CA,2006,N,81.45553429,57.018874,1,Y,Not Foreclosed
236802,C,5.875,180000,360,80,2,24,772,Y,P,SF,1,P,PA,2008,N,95.80883333,76.64706667,1,N,Not Foreclosed
225261,B,6.25,290000,360,75,1,31,733,N,P,CO,1,I,NY,2008,N,94.98117241,71.23587931,15,N,Foreclosed
100083,C,6.75,157000,360,80,1,34,785,Y,P,CO,1,P,NV,2006,N,96.20143312,76.9611465,9,N,Foreclosed
237754,B,6.125,225000,360,90,2,26,765,N,P,PU,1,P,TX,2008,N,99.0054,89.10486,1,N,Not Foreclosed
45352,R,5.875,105000,180,32,2,21,665,N,C,PU,1,P,VA,2006,N,90.99859048,29.11954895,1,N,Not Foreclosed
85572,B,6.375,150000,180,70,1,25,796,N,C,CO,1,I,FL,2006,N,91.3781,63.96467,9,N,Foreclosed
43858,R,6,100000,360,84,2,39,805,Y,P,SF,1,P,PA,2005,N,86.97952,73.0627968,1,N,Not Foreclosed
113857,C,6.625,300000,360,80,2,50,762,N,C,CO,1,P,FL,2006,N,96.92114333,77.53691467,9,N,Foreclosed
205783,C,5.125,388000,360,61,1,45,783,N,C,SF,1,P,CA,2008,N,98.8031366,60.26991332,1,N,Not Foreclosed
5224,R,6.125,18000,360,32,1,40,682,N,P,SF,1,P,IN,2005,N,90.31838889,28.90188444,1,N,Not Foreclosed
245330,C,6.75,396000,360,90,2,59,742,Y,P,SF,2,P,IL,2008,N,95.71526515,86.14373864,1,N,Not Foreclosed
258907,R,5.875,149000,360,73,2,51,653,N,R,SF,1,I,NV,2008,N,98.51598658,71.9166702,9,N,Foreclosed
120871,C,7,165000,360,90,2,44,652,N,P,SF,1,S,IN,2006,N,89.38553333,80.44698001,1,N,Not Foreclosed
136279,C,6.875,124000,360,66,2,32,759,Y,P,SF,1,P,MI,2006,N,98.2408629,64.83896951,1,N,Not Foreclosed
191602,R,6.375,387000,360,90,2,55,685,N,C,SF,1,P,NC,2007,N,95.76973385,86.19276047,1,N,Not Foreclosed
94403,C,6.375,172000,360,80,2,14,789,N,P,SF,1,S,AZ,2006,N,85.7815814,68.62526512,1,N,Not Foreclosed
137550,R,6.5,106000,180,80,2,63,766,N,C,PU,1,P,NC,2006,N,81.68657547,65.34926038,9,N,Foreclosed
43363,R,5.5,195000,360,52,1,24,714,N,C,SF,1,P,CA,2005,N,97.16491282,50.52575467,1,N,Not Foreclosed
64574,R,6.5,308000,360,80,2,22,722,N,C,SF,1,S,NY,2006,N,93.85897403,75.08717922,1,N,Not Foreclosed
160849,B,6,165000,360,95,2,26,779,N,P,SF,1,P,AZ,2007,N,96.57865455,91.74972183,9,N,Foreclosed
138694,C,7,185000,360,90,1,39,686,N,R,CO,1,P,MN,2006,N,97.72385946,87.95147349,9,N,Foreclosed
81754,R,6.5,199000,360,90,2,47,797,N,C,PU,1,P,CO,2006,N,91.6171407,82.45542664,1,N,Not Foreclosed
99993,R,6.375,124000,360,79,2,52,704,N,P,PU,1,S,NM,2006,N,91.41423387,72.21724477,15,N,Not Foreclosed
40975,R,6,110000,360,47,2,15,818,N,P,PU,1,P,PA,2005,N,83.8843,39.425621,1,N,Not Foreclosed
206138,C,5.75,370000,360,84,1,46,800,Y,P,PU,1,P,NJ,2008,N,96.53562703,81.0899267,1,N,Not Foreclosed
86046,C,6,149000,180,48,2,43,765,N,C,SF,1,P,FL,2006,N,85.64890604,41.11147489,1,N,Not Foreclosed
176746,R,6.625,93000,360,46,1,47,775,N,R,CO,1,P,MT,2007,N,79.70724731,36.66533377,1,N,Not Foreclosed
225425,C,5.375,130000,360,50,2,46,775,N,C,SF,1,I,OR,2008,N,98.62173077,49.31086538,9,N,Foreclosed
35119,R,5.75,126000,360,70,1,61,635,N,R,SF,1,P,GA,2005,N,95.28001587,66.69601111,9,N,Foreclosed
166929,C,6.25,417000,360,67,1,44,780,N,C,SF,1,P,MT,2007,N,100,67,1,N,Not Foreclosed
169001,R,7.25,76000,360,80,1,44,708,N,C,SF,1,P,GA,2007,N,97.25486842,77.80389474,9,N,Foreclosed
112028,R,6.625,417000,360,76,2,39,789,N,P,PU,1,P,TX,2006,N,100,76,1,N,Not Foreclosed
161525,C,6.625,215000,360,88,2,59,764,N,C,SF,1,P,FL,2007,N,98.80403721,86.94755275,3,N,Foreclosed
204640,R,6.375,188000,360,75,2,53,751,N,C,CO,1,I,NJ,2008,N,94.817,71.11275,1,N,Not Foreclosed
64620,C,6.375,198000,360,75,1,57,719,N,C,SF,1,P,MN,2006,N,96.99640404,72.74730303,9,N,Foreclosed
98081,C,6.375,194000,360,80,2,47,739,N,P,PU,1,P,MO,2006,N,93.89265464,75.11412371,9,N,Foreclosed
7546,C,5.625,169000,360,49,2,26,752,N,C,SF,1,P,CA,2005,N,94.39353846,46.25283385,1,N,Not Foreclosed
65427,R,6.5,120000,360,80,1,54,666,N,P,SF,1,P,MI,2006,N,100,80,1,N,Not Foreclosed
174541,C,6.5,303000,360,55,2,29,642,N,C,SF,1,P,WA,2007,N,95.47810231,52.51295627,1,N,Not Foreclosed
96370,R,6.875,109000,360,70,1,47,685,N,C,SF,1,I,IL,2006,N,96.89600917,67.82720643,9,N,Foreclosed
92750,C,6.375,240000,360,94,2,37,639,N,R,SF,1,P,PA,2006,N,94.42573333,88.76018935,9,N,Foreclosed
59302,B,6.5,180000,360,71,1,41,601,N,R,SF,1,P,MO,2006,N,94.25213333,66.91901466,9,N,Foreclosed
237266,C,6.375,123000,360,95,1,44,738,Y,P,SF,1,P,TN,2008,N,95.75989431,90.97189959,1,N,Not Foreclosed
15915,R,6,257000,360,97,1,44,742,N,P,SF,1,P,WI,2005,N,93.56489883,90.75795187,9,N,Foreclosed
240512,C,5.625,186000,180,26,2,13,745,N,R,SF,1,P,IL,2008,N,88.89862366,23.11364215,1,N,Not Foreclosed
164271,C,6.375,200000,360,75,1,22,787,N,P,SF,1,I,NY,2007,N,83.023095,62.26732124,1,N,Not Foreclosed
13618,R,5.875,360000,360,70,2,20,687,N,C,SF,1,P,CO,2005,N,83.58082778,58.50657944,1,N,Not Foreclosed
12651,R,5.375,204000,360,95,2,46,652,Y,P,SF,1,P,WA,2005,N,87.86514706,83.47188971,1,N,Not Foreclosed
74927,R,6.125,158000,240,51,2,29,769,N,C,SF,1,P,OH,2006,N,91.61837975,46.72537367,1,N,Not Foreclosed
259167,C,5.875,98000,360,52,1,35,697,N,R,SF,1,P,VA,2008,N,97.94362245,50.93068367,1,N,Not Foreclosed
245963,C,6.875,116000,360,75,1,49,621,N,C,SF,1,P,IL,2008,N,102.3845,76.788375,6,Y,Not Foreclosed
79488,C,6.5,332000,360,78,3,63,717,N,R,PU,1,P,AZ,2006,N,95.37740964,74.39437953,9,N,Foreclosed
245955,C,5.875,170000,120,85,2,64,697,N,R,SF,1,P,IL,2008,N,78.20841176,66.47715,1,N,Not Foreclosed
51843,R,6.375,136000,360,80,1,23,810,N,P,SF,1,S,FL,2006,N,9.652272059,7.721817647,1,N,Not Foreclosed
241207,R,6.5,141000,360,95,2,32,774,N,P,SF,1,P,NE,2008,N,94.572,89.8434,1,N,Not Foreclosed
56464,C,6.125,380000,360,64,2,41,672,N,C,SF,1,P,NJ,2006,N,90.38166053,57.84426274,1,N,Not Foreclosed
48524,B,7.5,144000,360,90,2,51,688,N,C,SF,1,P,OH,2006,N,97.01422222,87.3128,9,N,Foreclosed
87403,C,6.375,266000,360,86,2,38,691,N,C,SF,1,P,VA,2006,N,92.02473684,79.14127368,9,N,Not Foreclosed
19710,R,5.875,256000,360,48,2,30,698,N,C,SF,1,P,MD,2005,N,94.24009766,45.23524688,1,N,Not Foreclosed
80388,C,5.75,252000,360,80,2,47,697,N,C,CO,1,P,FL,2006,N,95.88205952,76.70564762,9,N,Foreclosed
145250,C,7,79000,360,80,1,45,672,N,R,SF,1,P,KS,2006,N,88.15268354,70.52214684,1,N,Not Foreclosed
73874,R,6.375,412000,360,80,1,41,661,N,P,SF,1,P,CT,2006,N,87.6752233,70.14017864,1,N,Not Foreclosed
107862,C,6.75,85000,360,74,1,22,754,N,P,SF,1,P,MN,2006,N,94.75328235,70.11742892,1,N,Not Foreclosed
167926,R,6.75,272000,360,49,2,34,592,N,C,SF,2,P,NY,2007,N,88.66831618,43.44747493,1,N,Not Foreclosed
221357,B,5.875,417000,360,67,1,46,812,N,C,SF,1,P,CA,2007,N,98.74306715,66.15785499,1,N,Not Foreclosed
87051,B,5.75,280000,360,69,1,29,813,N,C,SF,1,P,MA,2006,N,88.91208929,61.34934161,1,N,Not Foreclosed
137767,R,6.625,149000,360,80,1,45,779,N,P,PU,1,P,GA,2006,N,93.86192617,75.08954094,1,N,Not Foreclosed
89431,R,6.375,71000,360,43,1,52,790,N,C,SF,1,P,CA,2006,N,96.42466197,41.46260464,3,N,Foreclosed
83528,C,6.875,148000,360,90,2,39,691,N,C,SF,1,P,FL,2006,N,99.35222297,89.4170007,1,N,Not Foreclosed
27981,C,5.625,297000,360,67,2,23,767,N,C,SF,1,P,CA,2005,N,93.93948148,62.93945259,9,N,Foreclosed
201848,R,6.125,182000,360,69,1,53,792,N,P,PU,1,P,CO,2008,N,97.39938462,67.20557538,1,N,Not Foreclosed
77484,R,6.5,134000,360,50,2,52,719,N,R,SF,1,P,MI,2006,N,94.11490299,47.05745149,9,N,Foreclosed
159642,R,6.5,268000,360,80,1,38,622,N,C,SF,1,P,NM,2007,N,91.69176119,73.35340896,1,N,Not Foreclosed
94498,B,6.5,160000,360,80,2,41,667,N,C,SF,1,P,MN,2006,N,94.62346875,75.698775,3,N,Foreclosed
120154,R,6.5,264000,360,88,2,44,691,N,C,SF,1,P,NV,2006,N,96.30742803,84.75053667,9,N,Foreclosed
53929,B,6,130000,360,52,2,31,814,N,C,SF,1,P,GA,2006,N,93.33543077,48.534424,1,N,Not Foreclosed
241521,R,5.99,185000,360,74,1,50,705,N,C,SF,1,P,NJ,2008,N,98.66381081,73.01122,9,N,Foreclosed
117061,C,6.875,99000,360,80,1,34,716,Y,P,SF,1,P,MI,2006,N,91.96976768,73.57581414,2,N,Not Foreclosed
8730,C,5.5,115000,360,80,2,31,745,Y,P,SF,1,P,MS,2005,N,67.55823478,54.04658783,1,N,Not Foreclosed
156988,R,6.35,88000,360,80,2,21,658,N,P,SF,1,P,WI,2007,N,98.551,78.8408,1,N,Not Foreclosed
103117,R,6,130000,360,39,2,22,801,N,P,SF,1,P,CO,2006,N,95.48226154,37.238082,1,N,Not Foreclosed
126073,R,6.375,222000,360,80,1,45,816,N,P,SF,1,P,NC,2006,N,96.83977477,77.47181982,1,N,Not Foreclosed
58199,R,6.25,296000,360,80,2,57,771,N,P,PU,1,S,NC,2006,N,97.90010135,78.32008108,1,N,Not Foreclosed
117638,C,6.375,240000,360,79,1,27,626,N,C,PU,1,P,OH,2006,N,96.88195,76.53674049,9,N,Foreclosed
207067,C,6,81000,360,80,1,63,770,N,P,SF,2,I,MI,2008,N,85.33838272,68.27070617,3,N,Foreclosed
87992,C,6.375,89000,360,80,2,57,754,N,P,SF,1,S,WI,2006,N,98.43578652,78.74862921,1,N,Not Foreclosed
265794,R,6.875,35000,180,15,2,12,793,N,C,SF,1,P,LA,2008,N,90.34342857,13.55151429,1,N,Not Foreclosed
64734,R,6.5,168000,360,61,1,36,616,N,C,CO,1,P,VA,2006,N,98.45675595,60.05862112,1,N,Not Foreclosed
161237,C,5.875,164000,360,75,1,45,650,N,R,SF,1,P,CA,2007,N,96.11787195,72.08840395,9,N,Foreclosed
158159,C,6.5,318000,360,95,1,51,678,N,P,SF,1,P,CA,2007,N,99.89717925,94.90232028,9,N,Foreclosed
70285,C,6.125,159000,360,80,1,39,660,N,P,SF,1,P,CO,2006,N,90.79153459,72.63322767,1,N,Not Foreclosed
74971,C,6.25,111000,360,73,1,29,728,N,R,SF,1,P,LA,2006,N,81.87206306,59.76660604,1,N,Not Foreclosed
106881,R,6.999,302000,360,95,1,9,704,N,P,CO,1,S,FL,2006,N,90.61782781,86.08693644,3,N,Foreclosed
70981,C,6.125,355000,360,69,2,55,637,N,C,SF,1,S,CA,2006,N,97.19399437,67.06385612,9,N,Foreclosed
258153,C,6.875,147000,360,80,2,36,674,N,P,SF,1,P,TX,2008,N,99.40542177,79.52433741,1,N,Not Foreclosed
404,B,6,336000,360,70,1,43,778,N,C,SF,1,P,CA,2005,N,100,70,1,N,Not Foreclosed
48453,R,6.875,151000,360,80,1,49,660,N,C,SF,1,P,ID,2006,N,96.04125166,76.83300132,9,N,Foreclosed
45510,C,6.375,203000,360,57,2,25,805,N,C,SF,1,P,MN,2006,N,96.32965517,54.90790344,1,N,Not Foreclosed
187399,R,6.5,250000,240,52,1,64,662,N,C,SF,1,P,NY,2007,N,92.8962,48.306024,9,N,Foreclosed
193448,R,5.875,221000,360,80,2,21,767,N,R,SF,1,P,WI,2007,N,97.82119457,78.25695566,1,N,Not Foreclosed
133204,C,6.625,327000,360,67,2,26,789,N,P,SF,1,P,IL,2006,N,98.11497248,65.73703156,1,N,Not Foreclosed
164196,R,6.625,264000,360,80,1,50,680,Y,P,CO,1,P,NY,2007,N,98.52838258,78.82270606,2,N,Foreclosed
92586,R,6.25,305000,360,51,2,22,725,N,C,SF,1,P,GA,2006,N,73.96584262,37.72257974,1,N,Not Foreclosed
205089,B,6.125,162000,360,74,1,44,722,N,C,CO,1,P,NV,2008,N,99.00542593,73.26401519,9,N,Foreclosed
133767,C,6.5,324000,360,80,2,42,666,N,C,SF,1,P,CA,2006,N,96.08569444,76.86855556,3,N,Foreclosed
175329,R,6.125,155000,360,55,2,37,626,N,C,PU,1,P,TX,2007,N,92.17895484,50.69842516,1,N,Not Foreclosed
125487,R,6.875,178000,360,42,2,10,776,N,P,CO,1,S,AZ,2006,N,98.77069663,41.48369259,1,N,Not Foreclosed
5351,R,5.625,228000,360,80,2,46,773,N,P,SF,1,P,TX,2005,N,97.38963158,77.91170526,1,N,Not Foreclosed
49331,B,6.375,50000,120,21,2,38,756,N,P,PU,1,P,AZ,2006,N,55.429,11.64009,1,N,Not Foreclosed
144163,C,6.625,165000,360,74,2,45,787,N,P,SF,1,P,OR,2006,N,99.18820606,73.39927248,1,N,Not Foreclosed
185648,R,6.875,100000,360,51,1,50,697,N,C,SF,1,P,MI,2007,N,98.78665,50.38119149,9,N,Foreclosed
252467,R,6.625,129000,360,90,2,61,771,N,P,SF,1,S,FL,2008,N,97.7553876,87.97984884,3,N,Foreclosed
250845,B,6.875,416000,360,75,1,54,630,Y,P,SF,1,P,FL,2008,N,99.4614375,74.59607813,9,N,Foreclosed
1209,R,5.5,162000,360,90,1,31,792,Y,P,CO,1,P,MN,2005,N,77.16966667,69.4527,1,N,Not Foreclosed
49718,R,6.375,189000,360,85,1,51,724,N,P,SF,1,P,CT,2006,N,98.20054497,83.47046322,1,N,Not Foreclosed
149881,R,6.875,295000,360,66,1,37,761,N,P,PU,1,P,IL,2006,N,100,66,1,N,Not Foreclosed
